unique_vehicle_key,scenario_key,lead_time_days,duration_days,collection_date,pickup_date,dropoff_date,pickup_time,dropoff_time,supplier,car_name,category,pickup_location,dropoff_location,price_per_day_aed,total_price_aed,mileage,source_currency,supplier_rating,rating_text,number_of_reviews,condition_rating,location_rating,cleanliness_rating,efficiency_rating,value_for_money_rating,pickup_time_rating,dropoff_time_rating
769346356_Budget_Dubai - Al Garhoud,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Budget,Geely Coolray,Intermediate,Dubai - Al Garhoud,Dubai - Al Garhoud,139.22,974.57,Unlimited km,USD,5.2,,24,6.0,5.0,6.9,5.1,4.7,3.9,4.7
822258061_Keddy By Europcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Toyota Corolla,Intermediate,Dubai International Airport,Dubai International Airport,121.89,853.24,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
709034546_Hertz_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Toyota Corolla,Intermediate,Dubai International Airport,Dubai International Airport,87.0,609.0,Unlimited km,USD,6.3,Good,751,6.9,6.8,6.8,5.8,6.4,4.6,6.7
839926811_Green Motion_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Green Motion,Suzuki Ciaz,Intermediate,Dubai International Airport,Dubai International Airport,87.19,610.36,Unlimited km,USD,6.3,Good,82,7.1,5.4,7.3,6.6,6.5,4.5,6.5
729206966_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Dodge Charger,Premium,Dubai International Airport,Dubai International Airport,222.88,1560.17,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
785632336_OK Mobility_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,OK Mobility,Kia K5,Standard,Dubai International Airport,Dubai International Airport,113.84,796.87,Unlimited km,USD,6.8,Good,20,7.4,5.4,8.9,6.3,7.2,5.6,6.6
835179026_Europcar_Dubai International Airport T3,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Chevrolet Tahoe,Premium,Dubai International Airport T3,Dubai International Airport T3,240.47,1683.31,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
835424386_Europcar_Dubai International Airport T3,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Toyota Land Cruiser Prado,Special,Dubai International Airport T3,Dubai International Airport T3,210.29,1472.04,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
785732431_Alamo_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Alamo,Suzuki Ciaz,Intermediate,Dubai International Airport,Dubai International Airport,94.22,659.57,Unlimited km,USD,6.9,Good,2180,7.7,6.8,7.9,6.4,7.2,5.4,7.3
835179016_Europcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Chevrolet Tahoe,Premium,Dubai International Airport,Dubai International Airport,240.47,1683.31,Unlimited km,USD,7.9,Very good,1875,8.1,8.0,8.7,7.8,7.6,7.0,8.2
805801956_Avis_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Nissan X-trail,Intermediate,Dubai International Airport,Dubai International Airport,186.22,1303.57,Unlimited km,USD,6.9,Good,1006,6.2,7.6,7.3,6.8,6.5,6.5,7.2
730109226_Goldcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Goldcar,MG ZS,Compact,Dubai International Airport,Dubai International Airport,101.47,710.31,Unlimited km,USD,6.3,Good,212,7.0,5.6,8.0,6.1,5.9,2.9,8.8
744142451_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Dodge Charger,Premium,Dubai International Airport,Dubai International Airport,230.32,1612.24,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
769347626_Budget_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Budget,Geely Emgrand,Compact,Dubai International Airport,Dubai International Airport,98.59,690.11,Unlimited km,USD,7.5,Very good,1685,7.8,7.0,8.4,7.7,7.5,6.2,7.7
709034236_Hertz_Dubai - Festival City,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Kia Picanto,Mini,Dubai - Festival City,Dubai - Festival City,69.29,485.06,Unlimited km,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
709034241_Hertz_Dubai - Um Ramool,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Kia Picanto,Mini,Dubai - Um Ramool,Dubai - Um Ramool,69.29,485.06,Unlimited km,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
835179601_Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Nissan Sunny,Compact,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,83.7,585.89,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835179606_Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Nissan Sunny,Compact,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,83.7,585.89,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835179611_Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Nissan Sunny,Compact,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,83.7,585.89,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769347976_Budget_Dubai Airport T3,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Budget,Geely Emgrand,Compact,Dubai Airport T3,Dubai Airport T3,98.59,690.11,Unlimited km,USD,7.2,Very good,166,8.2,5.8,8.4,7.3,7.1,5.8,7.8
769348036_Budget_Dubai Airport T3,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Budget,Geely Monjaro,Standard,Dubai Airport T3,Dubai Airport T3,199.7,1397.92,Unlimited km,USD,7.2,Very good,166,8.2,5.8,8.4,7.3,7.1,5.8,7.8
666432923_Sixt_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Sixt,Mercedes C-Class,Premium,Dubai International Airport,Dubai International Airport,202.74,1419.19,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
835424121_Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Toyota Corolla,Intermediate,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,96.75,677.27,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835424126_Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Toyota Corolla,Intermediate,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,96.75,677.27,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835424131_Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Toyota Corolla,Intermediate,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,96.75,677.27,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785274731_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Audi Q2,Intermediate,Dubai International Airport,Dubai International Airport,227.9,1595.32,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
821183891_Alamo_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Alamo,Ford Bronco 4x4,Premium,Dubai International Airport,Dubai International Airport,199.85,1398.95,Unlimited km,USD,6.9,Good,2180,7.7,6.8,7.9,6.4,7.2,5.4,7.3
835179076_Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Mazda 3,Compact,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,87.03,609.19,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835179081_Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Mazda 3,Compact,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,87.03,609.19,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835179086_Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Mazda 3,Compact,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,87.03,609.19,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314291_Keddy By Europcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Ford Everest 4x4,Full-size,Dubai International Airport,Dubai International Airport,224.49,1571.4,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
728843386_Hertz_Dubai - Festival City,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Toyota Corolla Cross Hybrid,Compact,Dubai - Festival City,Dubai - Festival City,88.04,616.29,Unlimited km,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
728843391_Hertz_Dubai - Um Ramool,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Toyota Corolla Cross Hybrid,Compact,Dubai - Um Ramool,Dubai - Um Ramool,88.04,616.29,Unlimited km,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
769691131_Hertz_Dubai - Festival City,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Toyota Corolla Cross,Compact,Dubai - Festival City,Dubai - Festival City,88.04,616.29,Unlimited km,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
769691136_Hertz_Dubai - Um Ramool,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Toyota Corolla Cross,Compact,Dubai - Um Ramool,Dubai - Um Ramool,88.04,616.29,Unlimited km,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
802861631_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Lincoln Corsair AWD,Premium,Dubai International Airport,Dubai International Airport,255.88,1791.17,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
835826261_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Lincoln Corsair AWD,Premium,Dubai International Airport,Dubai International Airport,264.42,1850.93,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
835424696_Europcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Volkswagen Golf GTI,Compact,Dubai International Airport,Dubai International Airport,247.66,1733.65,Unlimited km,USD,7.9,Very good,1875,8.1,8.0,8.7,7.8,7.6,7.0,8.2
734698306_Sixt_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Sixt,Fiat 500,Mini,Dubai International Airport,Dubai International Airport,80.55,563.85,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
802862226_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Lexus NX AWD,Premium,Dubai International Airport,Dubai International Airport,271.84,1902.85,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
738013731_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Infiniti QX50,Intermediate,Dubai International Airport,Dubai International Airport,238.31,1668.14,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
754976166_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Audi Q3,Intermediate,Dubai International Airport,Dubai International Airport,250.52,1753.67,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
754979396_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Infiniti QX55,Intermediate,Dubai International Airport,Dubai International Airport,251.04,1757.27,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
805801771_Avis_Dubai - Marwan Building,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Nissan Sunny,Economy,Dubai - Marwan Building,Dubai - Marwan Building,84.17,589.17,Unlimited km,USD,7.0,Very good,62,7.0,8.0,7.0,5.5,5.5,6.5,9.5
785728226_Enterprise_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Enterprise,Hyundai i10,Economy,Dubai International Airport,Dubai International Airport,84.81,593.66,Unlimited km,USD,7.1,Very good,826,8.2,6.8,8.3,6.8,7.3,5.2,7.4
835672776_Sixt_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Sixt,Mercedes GLB,Standard,Dubai International Airport,Dubai International Airport,210.53,1473.69,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
771108281_Sixt_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Sixt,GAC M8,Standard,Dubai International Airport,Dubai International Airport,215.83,1510.82,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
769347981_Budget_Dubai Airport T3,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Budget,Toyota Corolla,Compact,Dubai Airport T3,Dubai Airport T3,115.7,809.89,Unlimited km,USD,7.2,Very good,166,8.2,5.8,8.4,7.3,7.1,5.8,7.8
769347631_Budget_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Budget,Toyota Corolla,Compact,Dubai International Airport,Dubai International Airport,115.7,809.89,Unlimited km,USD,7.5,Very good,1685,7.8,7.0,8.4,7.7,7.5,6.2,7.7
752910041_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Infiniti QX55,Intermediate,Dubai International Airport,Dubai International Airport,259.41,1815.9,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
835424691_Europcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Volkswagen Golf GTI,Compact,Dubai International Airport,Dubai International Airport,260.41,1822.85,Unlimited km,USD,7.9,Very good,1875,8.1,8.0,8.7,7.8,7.6,7.0,8.2
735424896_Sixt_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Sixt,Alfa Romeo Giulia,Full-size,Dubai International Airport,Dubai International Airport,171.47,1200.27,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
752909646_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Infiniti QX50,Intermediate,Dubai International Airport,Dubai International Airport,246.26,1723.79,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
802710716_Dollar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Dollar,Infiniti Q50,Special,Dubai International Airport,Dubai International Airport,246.26,1723.79,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
763903991_Green Motion_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Green Motion,Mazda 6,Standard,Dubai International Airport,Dubai International Airport,118.73,831.13,Unlimited km,USD,6.3,Good,82,7.1,5.4,7.3,6.6,6.5,4.5,6.5
835179391_Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Volvo S90,Premium,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,188.73,1321.08,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835179396_Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Volvo S90,Premium,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,188.73,1321.08,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835179401_Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Volvo S90,Premium,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,188.73,1321.08,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258861_Keddy By Europcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Volkswagen Teramont,Premium,Dubai International Airport,Dubai International Airport,236.39,1654.71,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
835178701_Europcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Kia Carnival,Full-size,Dubai International Airport,Dubai International Airport,261.14,1828.0,Unlimited km,USD,7.9,Very good,1875,8.1,8.0,8.7,7.8,7.6,7.0,8.2
835178706_Europcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Kia Carnival,Full-size,Dubai International Airport,Dubai International Airport,260.61,1824.29,Unlimited km,USD,7.9,Very good,1875,8.1,8.0,8.7,7.8,7.6,7.0,8.2
729536811_Sixt_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Sixt,Ford Bronco 4x4,Premium,Dubai International Airport,Dubai International Airport,235.89,1651.22,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
740676571_Sixt_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Sixt,Audi A3,Compact,Dubai International Airport,Dubai International Airport,114.52,801.65,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
728411861_Sixt_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Sixt,Audi A3,Compact,Dubai International Airport,Dubai International Airport,117.06,819.39,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
822314106_Keddy By Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Kia K5,Full-size,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,148.14,1036.95,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314111_Keddy By Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Kia K5,Full-size,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,148.14,1036.95,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822314116_Keddy By Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Kia K5,Full-size,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,148.14,1036.95,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822258701_Keddy By Europcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Keddy By Europcar,Volvo S90,Premium,Dubai International Airport,Dubai International Airport,245.6,1719.19,Unlimited km,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
835424276_Europcar_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Toyota Land Cruiser,Luxury,Dubai International Airport,Dubai International Airport,278.2,1947.38,Unlimited km,USD,7.9,Very good,1875,8.1,8.0,8.7,7.8,7.6,7.0,8.2
822348881_Sixt_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Sixt,BMW 3 Series,Full-size,Dubai International Airport,Dubai International Airport,180.05,1260.36,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
822348526_Sixt_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Sixt,BMW 2 Series,Intermediate,Dubai International Airport,Dubai International Airport,120.07,840.51,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.3,5.5,7.6
805801751_Avis_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Nissan Sunny,Economy,Dubai International Airport,Dubai International Airport,84.52,591.67,Unlimited km,USD,6.9,Good,1006,6.2,7.6,7.3,6.8,6.5,6.5,7.2
738012281_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Jeep Grand Cherokee,Premium,Dubai International Airport,Dubai International Airport,293.9,2057.27,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
759806846_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Audi Q5,Premium,Dubai International Airport,Dubai International Airport,293.9,2057.27,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
835180126_Europcar_Dubai - Suha Mina Rashid Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Ford Taurus,Full-size,Dubai - Suha Mina Rashid Hotel,Dubai - Suha Mina Rashid Hotel,148.91,1042.4,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835180131_Europcar_Dubai - Suha Creek Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Ford Taurus,Full-size,Dubai - Suha Creek Hotel,Dubai - Suha Creek Hotel,148.91,1042.4,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835180136_Europcar_Dubai - Suha Park Hotel,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Europcar,Ford Taurus,Full-size,Dubai - Suha Park Hotel,Dubai - Suha Park Hotel,148.91,1042.4,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709034366_Hertz_Dubai - Festival City,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Toyota Yaris,Economy,Dubai - Festival City,Dubai - Festival City,73.46,514.21,Unlimited km,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
709034371_Hertz_Dubai - Um Ramool,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Toyota Yaris,Economy,Dubai - Um Ramool,Dubai - Um Ramool,73.46,514.21,Unlimited km,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
709034886_Hertz_Dubai - Festival City,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Honda Accord,Standard,Dubai - Festival City,Dubai - Festival City,98.46,689.19,Unlimited km,USD,4.3,,15,8.0,2.0,8.0,2.0,2.0,2.0,6.0
709034891_Hertz_Dubai - Um Ramool,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Hertz,Honda Accord,Standard,Dubai - Um Ramool,Dubai - Um Ramool,98.46,689.19,Unlimited km,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
759524826_Thrifty_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Thrifty,Audi A3,Intermediate,Dubai International Airport,Dubai International Airport,165.33,1157.29,Unlimited km,USD,8.0,Excellent,1231,8.2,8.2,8.4,7.9,7.7,7.4,7.9
805802371_Avis_Dubai - Marwan Building,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Kia Picanto,Mini,Dubai - Marwan Building,Dubai - Marwan Building,82.59,578.16,Unlimited km,USD,7.0,Very good,62,7.0,8.0,7.0,5.5,5.5,6.5,9.5
805801806_Avis_Dubai Airport T1 Departures,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Avis,Nissan Sunny,Economy,Dubai Airport T1 Departures,Dubai Airport T1 Departures,84.52,591.67,Unlimited km,USD,9.1,Superb,51,9.0,9.0,9.0,9.0,8.0,10.0,10.0
785733361_Alamo_Dubai International Airport,lead_30_duration_7,30,7,2026-04-10,2026-05-10,2026-05-17,10:00,10:00,Alamo,Maserati Grecale,Premium,Dubai International Airport,Dubai International Airport,210.97,1476.82,Unlimited km,USD,6.9,Good,2180,7.7,6.8,7.9,6.4,7.2,5.4,7.3
